"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
6,2675,8.13,0.8,Igor DOVOYNO,19 AUG 1964,URS,2,Sochi (URS),23 MAY 1987,1166
7,2675,8.13,0.4,Heiko RESKI,22 AUG 1963,FRG,2,Gelnhausen (GER),13 SEP 1987,1166
8,2675,8.13,1.5,David CULBERT,17 MAR 1967,AUS,2,Melbourne (AUS),06 MAR 1988,1166
9,2675,8.13,0.2,Pang YAN,15 JAN 1963,CHN,1,Tianjin (CHN),01 SEP 1988,1166
10,2675,8.13,1.0,Marco DELONGE,16 JUN 1966,GDR,1,Berlin (GER),30 AUG 1989,1166
11,2675,8.13,1.6,Jarmo KÄRNÄ,04 AUG 1958,FIN,1q2,"Poljud Stadion, Split (CRO)",29 AUG 1990,1166
12,2675,8.13,1.2,Giovanni EVANGELISTI,11 SEP 1961,ITA,2,Udine (ITA),04 JUL 1991,1166
13,2675,8.13,,Larry MYRICKS,10 MAR 1956,USA,2,Rieti (ITA),06 SEP 1991,1166
14,2675,8.13,-0.7,Sergey LAYEVSKIY,03 MAR 1959,UKR,1,Kyiv (UKR),31 MAY 1992,1170
15,2675,8.13,0.1,Yevgeniy SEMENYUK,11 DEC 1968,UKR,1,Uzhgorod (UKR),08 MAY 1993,1166
16,2675,8.13,0.0,Erick WALDER,05 NOV 1971,USA,4,Villeneuve d'Ascq (FRA),02 JUL 1993,1166
17,2675,8.13,0.0,Iván PEDROSO,17 DEC 1972,CUB,3,Stockholm (SWE),05 JUL 1993,1166
18,2675,8.13,0.0,Mike POWELL,10 NOV 1963,USA,1,"Olympiastadion, Berlin (GER)",27 AUG 1993,1166
19,2675,8.13,0.7,Nobuharu ASAHARA,21 JUN 1972,JPN,1,Manila (PHI),03 DEC 1993,1166
20,2675,8.13,-0.4,Milko CAMPUS,02 APR 1969,ITA,1,Formia (ITA),05 JUN 1994,1168
21,2675,8.13,0.9,Jaime JEFFERSON,17 JAN 1962,CUB,1,La Habana (CUB),23 JUN 1994,1166
22,2675,8.13,0.0,Roland MCGHEE,15 OCT 1971,USA,4,"Stade Louis II, Monaco (MON)",25 JUL 1995,1166
23,2675,8.13,0.7,Georg ACKERMANN,13 JUL 1972,GER,3q1,"Ullevi Stadium, Göteborg (SWE)",11 AUG 1995,1166
24,2675,8.13,0.0,Chen JING,11 MAR 1976,CHN,2,Nanjing (CHN),07 MAY 1996,1166
25,2675,8.13,0.0,Kareem STREETE-THOMPSON,30 MAR 1973,USA,1,"College Station, TX (USA)",09 MAY 1996,1166
26,2675,8.13,0.0,Yevgeniy TRETYAK,18 JUL 1971,RUS,1,Sochi (RUS),25 MAY 1996,1166
27,2675,8.13,0.3,Yevgeniy SEMENYUK,11 DEC 1968,UKR,3,Innsbruck (AUT),29 MAY 1996,1166
28,2675,8.13,0.8,Pedro Pavel GARCÍA,11 JUN 1976,CUB,1,La Habana (CUB),13 JUN 1996,1166
29,2675,8.13,-0.4,Kareem STREETE-THOMPSON,30 MAR 1973,USA,1,Paris (FRA),28 JUN 1996,1168
30,2675,8.13,1.3,Craig HEPBURN,10 DEC 1969,BAH,2,Nassau (BAH),15 JUL 1996,1166
31,2675,8.13,0.8,Mattias SUNNEBORN,27 SEP 1970,SWE,1,Helsinki (FIN),23 AUG 1996,1166
32,2675,8.13,1.7,Erick WALDER,05 NOV 1971,USA,4,Rio de Janeiro (BRA),04 MAY 1997,1166
33,2675,8.13,1.1,Masaki MORINAGA,27 MAR 1972,JPN,1,Busan (KOR),17 MAY 1997,1166
34,2675,8.13,0.0,Gregor CANKAR,25 JAN 1975,SLO,3,Bad Langensalza (GER),15 JUN 1997,1166
35,2675,8.13,1.3,Cheikh Tidiane TOURE,25 JAN 1970,SEN,2,Paris (FRA),25 JUN 1997,1166
36,2675,8.13,0.9,Stanislav TARASENKO,22 JUL 1966,RUS,2,Linz (AUT),05 JUL 1998,1166
37,2675,8.13,0.9,Kevin DILWORTH,14 FEB 1974,USA,5,"New York, NY (USA)",20 JUL 1998,1166
38,2675,8.13,1.7,Franck MONNEL,20 JAN 1969,FRA,2,Font-Romeu (FRA),24 JUL 1998,1166
39,2675,8.13,0.1,Mohamed Hassine MERSAL HATEM,20 JAN 1975,EGY,1,Dakar (SEN),22 AUG 1998,1166
40,2675,8.13,0.2,Iván PEDROSO,17 DEC 1972,CUB,1,La Habana (CUB),14 MAY 1999,1166
41,2675,8.13,0.0,Iván PEDROSO,17 DEC 1972,CUB,1,Stuttgart (GER),06 JUN 1999,1166
42,2675,8.13,1.7,Oleksiy LUKASHEVYCH,11 JAN 1977,UKR,4,Lisboa (POR),19 JUN 1999,1166
43,2675,8.13,-0.2,Kirill SOSUNOV,01 NOV 1975,RUS,1,Tula (RUS),03 JUN 2000,1167
44,2675,8.13,-0.1,Roman SHCHURENKO,14 SEP 1976,UKR,2,Kalamata (GRE),04 JUN 2000,1166
45,2675,8.13,1.3,Gregor CANKAR,25 JAN 1975,SLO,1,Velenje (SLO),23 JUN 2000,1166
46,2675,8.13,0.6,Dwight PHILLIPS,01 OCT 1977,USA,2,"Palo Alto, CA (USA)",01 JUL 2000,1166
47,2675,8.13,1.5,Carlos CALADO,05 OCT 1975,POR,3,Thessaloniki (GRE),30 AUG 2000,1166
48,2675,8.13,1.1,Jai TAURIMA,26 JUN 1972,AUS,2,Brisbane (AUS),03 SEP 2000,1166
49,2675,8.13,0.7,Dwight PHILLIPS,01 OCT 1977,USA,2q2,"Olympic Stadium, Sydney (AUS)",25 SEP 2000,1166
50,2675,8.13,0.8,Walter DAVIS,02 JUL 1979,USA,,"Eugene, OR (USA)",31 MAY 2001,1166
51,2675,8.13,,Bogdan ŢĂRUŞ,01 AUG 1975,ROU,1,Bucureşti (ROU),09 JUN 2001,1166
52,2675,8.13,-0.2,Kevin DILWORTH,14 FEB 1974,USA,2,Athina (GRE),11 JUN 2001,1167
53,2675,8.13,1.7,Volodymyr ZYUSKOV,29 AUG 1981,UKR,1,Kyiv (UKR),02 JUL 2001,1166
54,2675,8.13,1.1,Dwight PHILLIPS,01 OCT 1977,USA,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2001,1166
55,2675,8.13,1.7,Oleksiy LUKASHEVYCH,11 JAN 1977,UKR,2,Oslo (NOR),13 JUL 2001,1166
56,2675,8.13,1.9,Yann DOMENECH,17 MAR 1979,FRA,1,Bron (FRA),21 JUL 2001,1166
57,2675,8.13,0.0,Savanté STRINGFELLOW,06 NOV 1978,USA,3,"Letzigrund, Zürich (SUI)",17 AUG 2001,1166
58,2675,8.13,0.8,Kevin DILWORTH,14 FEB 1974,USA,1,Cayenne (GUY),04 MAY 2002,1166
59,2675,8.13,0.6,Yago LAMELA,24 JUL 1977,ESP,3,Madrid (ESP),03 JUL 2002,1166
60,2675,8.13,1.5,Iván PEDROSO,17 DEC 1972,CUB,2,Salamanca (ESP),10 JUL 2002,1166
61,2675,8.13,,Dmitriy MITROFANOV,07 SEP 1975,RUS,2,Cheboksary (RUS),14 JUL 2002,1166
62,2675,8.13,1.0,Vitaliy SHKURLATOV,25 MAY 1979,RUS,3,Thessaloniki (GRE),24 JUL 2002,1166
63,2675,8.13,0.1,Oleksandr PATSELYA,03 JUL 1983,UKR,1,Kharkiv (UKR),17 MAY 2003,1166
64,2675,8.13,1.8,Louis TSATOUMAS,12 FEB 1982,GRE,3,Chania (GRE),09 JUN 2003,1166
65,2675,8.13,1.8,Arnaud CASQUETTE,16 APR 1978,MRI,2,Sestriere (ITA),19 JUL 2003,1166
66,2675,8.13,-0.7,Savanté STRINGFELLOW,06 NOV 1978,USA,2,Madrid (ESP),19 JUL 2003,1170
67,2675,8.13,0.0,Ignisious GAISAH,20 JUL 1983,GHA,4,"Stade de France, Paris-St-Denis (FRA)",29 AUG 2003,1166
68,2675,8.13,0.9,Abdulrahman AL NUBI,17 OCT 1979,QAT,1q,Manila (PHI),21 SEP 2003,1166
69,2675,8.13,0.1,Chris TOMLINSON,15 SEP 1981,GBR,1,Limassol (CYP),22 MAY 2004,1166
70,2675,8.13,1.0,Vitaliy SHKURLATOV,25 MAY 1979,RUS,3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",19 JUN 2004,1166
71,2675,8.13,1.9,James BECKFORD,09 JAN 1975,JAM,1,Kingston (JAM),27 JUN 2004,1166
72,2675,8.13,1.3,Bogdan ŢĂRUŞ,01 AUG 1975,ROU,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2004,1166
73,2675,8.13,0.4,Hussein Taher AL SABEE,14 NOV 1979,KSA,3,Linz (AUT),02 AUG 2004,1166
74,2675,8.13,1.7,Leevan SANDS,16 AUG 1981,BAH,1,Nassau (BAH),10 JUL 2005,1166
75,2675,8.13,1.7,Issam NIMA,08 APR 1979,ALG,3q2,"Olympiastadion, Helsinki (FIN)",12 AUG 2005,1166
76,2675,8.13,1.0,Yahya BERRABAH,13 OCT 1981,MAR,2,Dakar (SEN),29 APR 2006,1166
77,2675,8.13,1.6,Wilbert WALKER,07 JAN 1985,JAM,1,"Emporia, KS (USA)",25 MAY 2006,1166
78,2675,8.13,0.3,Ruslan GATAULLIN,01 DEC 1979,RUS,2,Tula (RUS),13 JUN 2006,1166
79,2675,8.13,-0.1,Kirill SOSUNOV,01 NOV 1975,RUS,1,"Meteor, Zhukovskiy (RUS)",24 JUN 2006,1166
80,2675,8.13,1.0,Greg RUTHERFORD,17 NOV 1986,GBR,2,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1166
81,2675,8.13,-0.2,Marcin STARZAK,20 OCT 1985,POL,3,Warszawa (POL),17 JUN 2007,1167
82,2675,8.13,0.7,Rogério DA SILVA BISPO,16 NOV 1985,BRA,1,Velenje (SLO),28 JUN 2007,1166
83,2675,8.13,0.4,Trevell QUINLEY,16 JAN 1983,USA,2,"Olympic Stadium, Athina (GRE)",02 JUL 2007,1166
84,2675,8.13,-0.1,Irving SALADINO,23 JAN 1983,PAN,4q1,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,1166
85,2675,8.13,,Trent HUNTER,,USA,1,"Katy, TX (USA)",15 APR 2008,1166
86,2675,8.13,0.0,Wilfredo MARTÍNEZ,09 JAN 1985,CUB,2,La Habana (CUB),01 JUN 2008,1166
87,2675,8.13,0.9,Andriy MAKARCHEV,15 NOV 1985,UKR,1,Istanbul (TUR),28 JUN 2008,1166
88,2675,8.13,1.3,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,1,Salamanca (ESP),02 JUL 2008,1166
89,2675,8.13,1.4,Ibrahim CAMEJO,28 JUN 1982,CUB,2,Salamanca (ESP),02 JUL 2008,1166
90,2675,8.13,0.4,Ndiss Kaba BADJI,21 SEP 1983,SEN,2,Rieti (ITA),07 SEP 2008,1166
91,2675,8.13,1.0,Hussein Taher AL SABEE,14 NOV 1979,KSA,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 SEP 2008,1166
92,2675,8.13,1.3,Deokhyeon KIM,08 DEC 1985,KOR,1,Yeochun (KOR),14 OCT 2008,1166
93,2675,8.13,1.5,Fabrice LAPIERRE,17 OCT 1983,AUS,3,Ostrava (CZE),17 JUN 2009,1166
94,2675,8.13,1.3,Ndiss Kaba BADJI,21 SEP 1983,SEN,,Beograd (SRB),12 JUL 2009,1166
95,2675,8.13,1.0,Hussein Taher AL SABEE,14 NOV 1979,KSA,2,Rethymno (GRE),20 JUL 2009,1166
96,2675,8.13,1.4,Mitchell WATT,25 MAR 1988,AUS,1,Canberra (AUS),30 JAN 2010,1166
97,2675,8.13,1.8,Fabrice LAPIERRE,17 OCT 1983,AUS,,Perth (AUS),18 APR 2010,1166
98,2675,8.13,1.9,Trevell QUINLEY,16 JAN 1983,USA,1,"Sacramento, CA (USA)",29 MAY 2010,1166
99,2675,8.13,-0.4,Irving SALADINO,23 JAN 1983,PAN,2,"Stadio Olimpico, Roma (ITA)",10 JUN 2010,1168
0,2675,8.13,0.1,Mitchell WATT,25 MAR 1988,AUS,1,Brisbane (AUS),25 FEB 2011,1166
1,2675,8.13,1.4,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,,Durban (RSA),09 APR 2011,1166
2,2675,8.13,0.3,Christian REIF,24 OCT 1984,GER,3q1,"DS, Daegu (KOR)",01 SEP 2011,1166
3,2675,8.13,1.2,Damar FORBES,11 SEP 1990,JAM,2,"Baton Rouge, LA (USA)",12 MAY 2012,1166
4,2675,8.13,2.0,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,1,Turku (FIN),13 JUN 2012,1166
5,2675,8.13,0.0,Ignisious GAISAH,20 JUL 1983,GHA,2,Beijing (CHN),21 MAY 2013,1166
6,2675,8.13,1.8,Tyron STEWART,08 JUL 1989,USA,,"Chula Vista, CA (USA)",06 JUN 2013,1166
7,2675,8.13,1.7,Tyrone SMITH,07 AUG 1984,BER,2,Szczecin (POL),15 JUN 2013,1166
8,2675,8.13,1.3,Michael HARTFIELD,29 MAR 1990,USA,4,"Drake Stadium, Des Moines, IA (USA)",23 JUN 2013,1166
9,2675,8.13,-1.2,Ruswahl SAMAAI,25 SEP 1991,RSA,1,Germiston (RSA),15 MAR 2014,1173
10,2675,8.13,-0.5,Christian REIF,24 OCT 1984,GER,1,"Eintracht-Stadion, Braunschweig (GER)",21 JUN 2014,1169
11,2675,8.13,0.5,Ignisious GAISAH,20 JUL 1983,NED,1,"Olympiastadion, Berlin (GER)",31 AUG 2014,1166
12,2675,8.13,1.2,Paulo Sérgio OLIVEIRA,01 JUN 1993,BRA,1,São Paulo (BRA),27 SEP 2014,1166
13,2675,8.13,-0.4,Jinzhe LI,01 SEP 1989,CHN,4,"National Stadium, Beijing (CHN)",20 MAY 2015,1168
14,2675,8.13,1.2,Kafétien GOMIS,23 MAR 1980,FRA,2,Paris (FRA),04 JUL 2015,1166
15,2675,8.13,0.5,Marquise GOODWIN,19 NOV 1990,USA,,"CIBC, Toronto (CAN)",22 JUL 2015,1166
16,2675,8.13,0.5,Michael HARTFIELD,29 MAR 1990,USA,3q2,"National Stadium, Beijing (CHN)",24 AUG 2015,1166
17,2675,8.13,1.0,Benjamin GFÖHLER,27 JAN 1994,SUI,1f1,Oberteuringen (GER),05 JUN 2016,1166
18,2675,8.13,1.9,Tyrone SMITH,07 AUG 1984,BER,1,"Houston, TX (USA)",23 JUN 2016,1166
19,2675,8.13,1.3,Jarvis GOTCH,25 MAR 1992,USA,1,"Torrance, CA (USA)",15 APR 2017,1166
20,2675,8.13,0.2,Marquis DENDY,17 NOV 1992,USA,1,"Gainesville, FL (USA)",28 APR 2017,1166
21,2675,8.13,0.0,Ja'Mari WARD,21 MAR 1998,USA,1,"Columbia, SC (USA)",12 MAY 2017,1166
22,2675,8.13,0.5,Yuhao SHI,26 SEP 1998,CHN,1,Ordos (CHN),04 JUN 2017,1166
23,2675,8.13,1.8,Emiliano LASA,25 JAN 1990,URU,,"Moratalaz, Madrid (ESP)",14 JUL 2017,1166
24,2675,8.13,-1.1,Marquis DENDY,17 NOV 1992,USA,3,"FBK Stadium, Hengelo (NED)",03 JUN 2018,1172
25,2675,8.13,0.8,Kafétien GOMIS,23 MAR 1980,FRA,1,Albi (FRA),08 JUL 2018,1166
26,2675,8.13,0.2,Ramone BAILEY,31 OCT 1991,JAM,3,London (GBR),15 JUL 2018,1166
27,2675,8.13,-0.2,Fabian HEINLE,14 MAY 1994,GER,2,"Olympiastadion, Berlin (GER)",08 AUG 2018,1167
28,2675,8.13,0.1,Sergey NYKYFOROV,06 FEB 1994,UKR,3,"Olympiastadion, Berlin (GER)",08 AUG 2018,1166
29,2675,8.13,0.7,Emiliano LASA,25 JAN 1990,URU,2,São Paulo (BRA),23 FEB 2019,1166
30,2675,8.13,1.1,Darcy ROPER,31 MAR 1998,AUS,,Perth (AUS),16 MAR 2019,1166
31,2675,8.13,0.6,Zarck VISSER,15 SEP 1989,RSA,1,Bloemfontein (RSA),13 APR 2019,1166
32,2675,8.13,-0.1,Yaoguang ZHANG,21 JUN 1993,CHN,2,Doha (QAT),24 APR 2019,1166
33,2675,8.13,-0.3,Aleksandr MENKOV,07 DEC 1990,RUS,1,Sochi (RUS),28 MAY 2019,1167
34,2675,8.13,0.7,Shawn-D THOMPSON,20 JAN 1997,JAM,1,Kingston (JAM),08 JUN 2019,1166
35,2675,8.13,0.1,Luvo MANYONGA,08 JAN 1991,RSA,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1166
36,2675,8.13,-0.9,Tajay GAYLE,02 AUG 1996,JAM,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1171
37,2675,8.13,-0.1,Luvo MANYONGA,08 JAN 1991,RSA,1,Bruxelles (BEL),23 AUG 2019,1166
38,2675,8.13,-0.6,Tajay GAYLE,02 AUG 1996,JAM,1,"Jamaica College Ashenheim Stadium, Kingston (JAM)",18 JUL 2020,1169
39,2675,8.13,-0.8,Augustin BEY,06 JUN 1995,FRA,1,"Boudewijnstadion, Bruxelles (BEL)",09 AUG 2020,1170
40,2675,8.13,1.6,Thobias MONTLER,15 FEB 1996,SWE,2,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1166
41,2675,8.13,1.2,Xinglong GAO,12 MAR 1994,CHN,2,"Shangyu Stadium, Shaoxing (CHN)",13 JUN 2021,1166
42,2675,8.13,1.2,Thobias MONTLER,15 FEB 1996,SWE,1,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",26 JUN 2021,1166
43,2675,8.13,0.2,JuVaughn HARRISON,30 APR 1999,USA,2q1,"National Stadium, Tokyo (JPN)",31 JUL 2021,1166
44,2675,8.13,1.8,Eusebio CÁCERES,10 SEP 1991,ESP,1,Salamanca (ESP),04 JUN 2022,1166
45,2675,8.13,-0.9,Simon EHAMMER,07 FEB 2000,SUI,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022,1171
46,2675,8.13,0.6,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1166
47,2675,8.13,1.5,William WILLIAMS,31 JAN 1995,USA,,"Ansin Sports Complex, Miramar, FL (USA)",08 APR 2023,1166
48,2675,8.13,1.1,Jordan TURNER,12 SEP 2002,JAM,3,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1166
49,2675,8.13,0.1,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,"Stade Charléty, Paris (FRA)",09 JUN 2023,1166
50,2851,8.12,,Ralph BOSTON,09 MAY 1939,USA,1,"Stadio Olimpico, Roma (ITA)",02 SEP 1960,1164
51,2851,8.12,0.0,Igor TER-OVANESYAN,19 MAY 1938,URS,4,"Estadio Olímpico, Ciudad de México (MEX)",18 OCT 1968,1164
52,2851,8.12,,Jan KOBUSZEWSKI,06 MAY 1947,POL,1,Warszawa (POL),20 JUN 1971,1164
53,2851,8.12,,Henry HINES,12 FEB 1949,USA,1,Torino (ITA),02 JUN 1972,1164
54,2851,8.12,1.4,Hans BAUMGARTNER,20 MAY 1949,FRG,2,Edinburgh (GBR),08 SEP 1973,1164
55,2851,8.12,,Danny SEAY,08 FEB 1953,USA,2,"Provo, UT (USA)",06 JUN 1975,1164
56,2851,8.12,,Valeriy PODLUZHNIY,22 AUG 1952,URS,1,Kiev (URS),24 JUN 1976,1164
57,2851,8.12,1.8,Nenad STEKIĆ,07 MAR 1951,YUG,1,Berlin (GER),20 AUG 1976,1164
58,2851,8.12,,James LOFTON,05 JUL 1956,USA,4,"Westwood, CA (USA)",10 JUN 1977,1164
59,2851,8.12,0.3,David GIRALT,28 JUN 1959,CUB,1,Berlin (GER),15 JUN 1977,1164
60,2851,8.12,,Arnie ROBINSON,07 APR 1948,USA,1,Air Force Academy (USA),28 JUL 1978,1164
61,2851,8.12,,Arnie ROBINSON,07 APR 1948,USA,1,Bruxelles (BEL),18 AUG 1978,1164
62,2851,8.12,0.4,Nenad STEKIĆ,07 MAR 1951,YUG,2,"Stadion Evžena Rošického, Praha (TCH)",02 SEP 1978,1164
63,2851,8.12,,Nenad STEKIĆ,07 MAR 1951,YUG,1,Forli (ITA),23 SEP 1978,1164
64,2851,8.12,,Frank PASCHEK,25 JUN 1956,GDR,2,Dresden (GER),19 JUL 1979,1164
65,2851,8.12,,David GIRALT,28 JUN 1959,CUB,2f2,Moskva (URS),25 JUL 1979,1164
66,2851,8.12,,Charlton EHIZUELEN,30 NOV 1953,NGR,2,"Tempe, AZ (USA)",05 APR 1980,1164
67,2851,8.12,,Larry DOUBLEY,16 MAR 1958,USA,1,San José (USA),12 APR 1980,1164
68,2851,8.12,,Frank PASCHEK,25 JUN 1956,GDR,1,Split (CRO),29 APR 1980,1164
69,2851,8.12,,László SZALMA,21 OCT 1957,HUN,1,Bruxelles (BEL),22 AUG 1980,1164
70,2851,8.12,,László SZALMA,21 OCT 1957,HUN,1,Budapest (HUN),31 MAY 1981,1164
71,2851,8.12,2.0,Joachim BUSSE,10 FEB 1954,FRG,1,Gelsenkirchen (FRG),19 JUL 1981,1164
72,2851,8.12,,Uwe LANGE,13 DEC 1954,GDR,,Erfurt (GER),02 AUG 1981,1164
73,2851,8.12,0.5,Andreas ZWANZIG,24 OCT 1962,GDR,1,Santiago de Cuba (CUB),29 MAY 1982,1164
74,2851,8.12,,Larry MYRICKS,10 MAR 1956,USA,1,Berlin (GER),20 AUG 1982,1164
75,2851,8.12,0.5,Nenad STEKIĆ,07 MAR 1951,YUG,2,Bruxelles (BEL),27 AUG 1982,1164
76,2851,8.12,1.5,Gary HONEY,26 JUL 1959,AUS,2q1,"Olympiastadion, Helsinki (FIN)",09 AUG 1983,1164
77,2851,8.12,1.1,Mike CONLEY,05 OCT 1962,USA,3,"Olympiastadion, Helsinki (FIN)",10 AUG 1983,1164
78,2851,8.12,1.5,László SZALMA,21 OCT 1957,HUN,4,"Olympiastadion, Helsinki (FIN)",10 AUG 1983,1164
79,2851,8.12,,Ralph SPRY,16 JUN 1960,USA,1,"Gainesville, FL (USA)",31 MAR 1984,1164
80,2851,8.12,,Ralph SPRY,16 JUN 1960,USA,1,"Tempe, AZ (USA)",07 APR 1984,1164
81,2851,8.12,,Jaime JEFFERSON,17 JAN 1962,CUB,1,La Habana (CUB),20 MAY 1984,1164
82,2851,8.12,,Viktor BELSKIY,22 FEB 1955,URS,1,Riga (LAT),06 JUL 1984,1164
83,2851,8.12,,Yuriy KHARITONOV,23 JUL 1959,URS,1,Izhevsk (RUS),14 JUL 1984,1164
84,2851,8.12,,Ubaldo DUANY,16 MAY 1960,CUB,1,Torino (ITA),30 JUN 1985,1164
85,2851,8.12,-0.1,Oleg SEMIRAZ,15 OCT 1961,URS,2,Vilnius (LTU),07 JUL 1985,1164
86,2851,8.12,1.0,Aleksandr AUSHEV,01 JUL 1960,URS,1,Kharkov (URS),08 JUL 1985,1164
87,2851,8.12,0.5,Matthias KOCH,03 SEP 1962,GDR,3,Dresden (GER),03 JUL 1986,1164
88,2851,8.12,1.8,Gordon LAINE,24 FEB 1958,USA,1,Budapest (HUN),06 JUL 1986,1164
89,2851,8.12,0.1,Ralph SPRY,16 JUN 1960,USA,1,Ostia (ITA),12 SEP 1986,1164
90,2851,8.12,1.4,Juan ORTIZ,23 AUG 1964,CUB,,Santiago de Cuba (CUB),28 FEB 1987,1164
91,2851,8.12,1.2,Ubaldo DUANY,16 MAY 1960,CUB,1,La Habana (CUB),15 MAR 1987,1164
92,2851,8.12,1.8,Dezalya MANNS,09 NOV 1964,USA,4,"Baton Rouge, LA (USA)",05 JUN 1987,1164
93,2851,8.12,1.9,Stanisław JASKULKA,25 AUG 1958,POL,3,Berlin (GER),08 JUL 1987,1164
94,2851,8.12,1.6,Jaime JEFFERSON,17 JAN 1962,CUB,1,Granada (ESP),28 MAY 1988,1164
95,2851,8.12,2.0,Zunrong CHEN,25 AUG 1962,CHN,5,Leningrad (URS),11 JUN 1988,1164
96,2851,8.12,0.7,Juan ORTIZ,23 AUG 1964,CUB,3,La Habana (CUB),05 AUG 1988,1164
97,2851,8.12,1.5,Christian THOMAS,31 MAR 1965,FRG,2,Koblenz (GER),28 AUG 1988,1164
98,2851,8.12,0.2,Borut BILAC,14 APR 1965,YUG,1,Formia (ITA),07 JUL 1990,1164
99,2851,8.12,0.4,James STALLWORTH,29 APR 1971,USA,1,"Deveti Septemvri Stadium, Plovdiv (BUL)",10 AUG 1990,1164
0,2851,8.12,-0.9,Vadim IVANOV,08 OCT 1968,URS,1,Bryansk (URS),02 JUN 1991,1169
1,2851,8.12,,Dietmar HAAF,06 MAR 1967,GER,1,Roma (ITA),17 JUL 1991,1164
2,2851,8.12,1.1,Jesús OLIVÁN,05 JUL 1968,ESP,1,Vigo (ESP),17 AUG 1991,1164
3,2851,8.12,0.7,Konstantinos KOUKODIMOS,14 SEP 1969,GRE,4q2,"National Stadium, Tokyo (JPN)",29 AUG 1991,1164
4,2851,8.12,,Kareem STREETE-THOMPSON,30 MAR 1973,CAY,1,"College Station, TX (USA)",01 MAY 1992,1164
5,2851,8.12,0.3,Franck LESTAGE,20 APR 1968,FRA,1,Fontainebleau (FRA),24 MAY 1992,1164
6,2851,8.12,0.2,Serge HÉLAN,24 FEB 1964,FRA,2,Fontainebleau (FRA),24 MAY 1992,1164
7,2851,8.12,,Zhou MING,07 JAN 1970,CHN,1,Changsha (CHN),25 OCT 1992,1164
8,2851,8.12,1.0,Tony BARTON,17 OCT 1969,USA,3,London (GBR),10 SEP 1993,1164
9,2851,8.12,1.1,Stanislav TARASENKO,22 JUL 1966,RUS,2,Paris-St-Denis (FRA),10 JUN 1994,1164
10,2851,8.12,1.8,Baoting HUANG,27 MAY 1974,CHN,2,Hiroshima (JPN),11 OCT 1994,1164
11,2851,8.12,0.8,Francois FOUCHE,05 JUN 1963,RSA,1,Johannesburg (RSA),26 NOV 1994,1164
12,2851,8.12,-1.7,Nélson Carlos FERREIRA JÚNIOR,1973,BRA,1,São Paulo (BRA),11 MAR 1995,1174
13,2851,8.12,0.2,Bin XU,04 AUG 1970,CHN,2,Taiyuan (CHN),18 MAY 1995,1164
14,2851,8.12,0.9,Andrew OWUSU,08 JUL 1972,GHA,1,Saarijärvi (FIN),24 JUN 1995,1164
15,2851,8.12,0.0,James BECKFORD,09 JAN 1975,JAM,4,Paris (FRA),03 JUL 1995,1164
16,2851,8.12,2.0,Milan GOMBALA,29 JAN 1968,CZE,1,Ostrava (CZE),06 JUL 1995,1164
17,2851,8.12,0.8,Konstantinos KOUKODIMOS,14 SEP 1969,GRE,1,Patra (GRE),23 JUL 1995,1164
18,2851,8.12,0.0,Andrey IGNATOV,03 FEB 1968,RUS,3,Linz (AUT),22 AUG 1995,1164
19,2851,8.12,0.2,Jacob KATONON,05 OCT 1969,KEN,2,Johannesburg (RSA),23 SEP 1995,1164
20,2851,8.12,0.0,James BECKFORD,09 JAN 1975,JAM,3,Rio de Janeiro (BRA),05 MAY 1996,1164
21,2851,8.12,0.0,Aleksandr GLAVATSKIY,02 MAY 1970,BLR,3,Villeneuve d'Ascq (FRA),25 MAY 1996,1164
22,2851,8.12,1.5,Yevgeniy TRETYAK,18 JUL 1971,RUS,1,St-Denis (FRA),03 JUN 1996,1164
23,2851,8.12,-0.4,Kirill SOSUNOV,01 NOV 1975,RUS,4,St. Petersburg (RUS),02 JUL 1996,1166
24,2851,8.12,2.0,Huang GENG,10 JUL 1970,CHN,3q1,"Olympic Stadium, Atlanta, GA (USA)",28 JUL 1996,1164
25,2851,8.12,2.0,Erik NIJS,27 JUL 1973,BEL,2,Pietersburg (RSA),27 MAR 1997,1164
