"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
34,1091,6.87,0.7,Brittney REESE,09 SEP 1986,USA,2,"Stadion Śląski, Chorzów (POL)",08 JUN 2018,1189
35,1091,6.87,0.5,Caterine IBARGUEN,12 FEB 1984,COL,1,Marseille (FRA),16 JUN 2018,1189
36,1091,6.87,-1.4,Caterine IBARGUEN,12 FEB 1984,COL,2,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1197
37,1091,6.87,1.3,Florentina Costina IUSCO,08 APR 1996,ROU,1,Cluj-Napoca (ROU),08 JUN 2019,1189
38,1091,6.87,-0.3,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,"Olympiastadion, Berlin (GER)",13 SEP 2020,1190
39,1091,6.87,0.8,Brooke BUSCHKUEHL,12 JUL 1993,AUS,5,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1189
40,1091,6.87,-0.5,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,2q1,"Olympiastadion, München (GER)",16 AUG 2022,1192
41,1142,6.86,,Sigrid ULBRICHT,25 JUL 1958,GDR,1,Zagreb (CRO),15 AUG 1981,1187
42,1142,6.86,,Eva MURKOVÁ,29 MAY 1962,TCH,1,Praha (TCH),24 JUL 1983,1187
43,1142,6.86,-0.2,Sabine PAETZ,16 OCT 1957,GDR,ce,Potsdam (GDR),06 MAY 1984,1188
44,1142,6.86,,Yelena KHLOPOTNOVA,04 AUG 1963,URS,4,Kiev (URS),23 JUN 1984,1187
45,1142,6.86,1.5,Robyn LORRAWAY,20 JUL 1961,AUS,1,Canberra (AUS),23 FEB 1986,1187
46,1142,6.86,,Lyudmila NINOVA,25 JUN 1960,BUL,1,Budapest (HUN),06 JUL 1987,1187
47,1142,6.86,0.0,Galina CHISTYAKOVA,26 JUL 1962,URS,2q1,"Stadio Olimpico, Roma (ITA)",03 SEP 1987,1187
48,1142,6.86,0.5,Olena SEMIRAZ,21 NOV 1965,URS,2,Kharkov (URS),18 JUN 1988,1187
49,1142,6.86,,Marieta ILCU,16 OCT 1962,ROU,1,"Letzigrund, Zürich (SUI)",16 AUG 1989,1187
50,1142,6.86,0.3,Fiona MAY,12 DEC 1969,GBR,1,Edinburgh (GBR),06 JUL 1990,1187
51,1142,6.86,,Irina MUSHAYILOVA,06 JAN 1967,EUN,1q2,"Estadio Olímpico, Barcelona (ESP)",06 AUG 1992,1187
52,1142,6.86,,Ludmila NINOVA,25 JUN 1960,AUT,4,Zürich (SUI),19 AUG 1992,1187
53,1142,6.86,1.1,Fiona MAY,12 DEC 1969,ITA,3,Sestriere (ITA),28 JUL 1993,1187
54,1142,6.86,0.5,Niurka MONTALVO,04 JUN 1968,CUB,2,"Ullevi Stadium, Göteborg (SWE)",06 AUG 1995,1187
55,1142,6.86,1.1,Fiona MAY,12 DEC 1969,ITA,1,Rio de Janeiro (BRA),05 MAY 1996,1187
56,1142,6.86,1.9,Natallia SAZANOVICH,15 AUG 1973,BLR,1,Gomel (BLR),22 JUN 1996,1187
57,1142,6.86,0.2,Fiona MAY,12 DEC 1969,ITA,3,"Arena Civica, Milano (ITA)",07 SEP 1996,1187
58,1142,6.86,1.3,Niki XANTHOU,11 OCT 1973,GRE,2,Chania (GRE),31 MAY 1997,1187
59,1142,6.86,1.5,Susen TIEDTKE,23 JAN 1969,GER,1,Frankfurt (GER),28 JUN 1997,1187
60,1142,6.86,0.0,Yingnan GUAN,25 APR 1977,CHN,2,Shanghai (CHN),22 OCT 1997,1187
61,1142,6.86,1.9,Nicole BOEGMAN,05 MAR 1967,AUS,2,"Eugene, OR (USA)",31 MAY 1998,1187
62,1142,6.86,0.4,Niurka MONTALVO,04 JUN 1968,CUB,3,Ingolstadt (GER),26 JUL 1998,1187
63,1142,6.86,-0.3,Eunice BARBER,17 NOV 1974,FRA,1ce1,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1188
64,1142,6.86,2.0,Olena SHEKHOVTSOVA,31 MAY 1972,UKR,1,Kyiv (UKR),05 AUG 2000,1187
65,1142,6.86,0.3,Fiona MAY,12 DEC 1969,ITA,3,Zürich (SUI),11 AUG 2000,1187
66,1142,6.86,1.8,Niurka MONTALVO,04 JUN 1968,ESP,1,Cagliari (ITA),23 AUG 2000,1187
67,1142,6.86,0.6,Heike DRECHSLER,16 DEC 1964,GER,2,Bruxelles (BEL),25 AUG 2000,1187
68,1142,6.86,0.4,Elva GOULBOURNE,21 JAN 1980,JAM,1,"Tucson, AZ (USA)",01 MAY 2001,1187
69,1142,6.86,-0.4,Maurren Higa MAGGI,25 JUN 1976,BRA,1,Nürnberg (GER),17 JUN 2001,1189
70,1142,6.86,0.3,Olga RUBLYOVA,28 OCT 1974,RUS,2,Tula (RUS),14 JUL 2001,1187
71,1142,6.86,1.3,Tünde VASZI,18 APR 1972,HUN,4,"Commonwealth Stadium, Edmonton (CAN)",07 AUG 2001,1187
72,1142,6.86,0.9,Maurren Higa MAGGI,25 JUN 1976,BRA,1,Rio de Janeiro (BRA),29 SEP 2002,1187
73,1142,6.86,0.5,Carolina KLÜFT,02 FEB 1983,SWE,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",19 JUL 2003,1187
74,1142,6.86,0.1,Irina MELESHINA,25 MAY 1982,RUS,1,Cuxhaven (GER),26 JUN 2004,1187
75,1142,6.86,0.2,Tatyana KOTOVA,11 DEC 1976,RUS,1q,Tula (RUS),29 JUL 2004,1187
76,1142,6.86,1.1,Oksana UDMURTOVA,01 FEB 1982,RUS,1,Kazan (RUS),25 JUN 2005,1187
77,1142,6.86,1.6,Kumiko IMURA,10 JAN 1981,JPN,1,Osaka (JPN),06 MAY 2006,1187
78,1142,6.86,-0.9,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Rethymno (GRE),18 JUL 2007,1192
79,1142,6.86,,Blessing OKAGBARE,09 OCT 1988,NGR,1,Abuja (NGR),02 JUL 2008,1187
80,1142,6.86,0.0,Tatyana KOTOVA,11 DEC 1976,RUS,1,Kazan (RUS),20 JUL 2008,1187
81,1142,6.86,0.2,Naide GOMES,20 NOV 1979,POR,1q1,"Olympiastadion, Berlin (GER)",21 AUG 2009,1187
82,1142,6.86,1.8,Lauma GRĪVA,27 OCT 1984,LAT,1,Valmiera (LAT),10 JUN 2011,1187
83,1142,6.86,0.0,Olga KUCHERENKO,05 NOV 1985,RUS,2,Cheboksary (RUS),22 JUL 2011,1187
84,1142,6.86,-0.1,Maurren Higa MAGGI,25 JUN 1976,BRA,1q2,"DS, Daegu (KOR)",27 AUG 2011,1187
85,1142,6.86,0.7,Yelena SOKOLOVA,23 JUL 1986,RUS,,"Bislett Stadion, Oslo (NOR)",07 JUN 2012,1187
86,1142,6.86,0.1,Blessing OKAGBARE,09 OCT 1988,NGR,1,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1187
87,1142,6.86,1.6,Brittney REESE,09 SEP 1986,USA,4,"Hayward Field, Eugene, OR (USA)",30 MAY 2014,1187
88,1142,6.86,-2.3,Tianna BARTOLETTA,30 AUG 1985,USA,2,"Sacramento, CA (USA)",28 JUN 2014,1200
89,1142,6.86,0.0,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,1,Reims (FRA),13 JUL 2014,1187
90,1142,6.86,0.0,Christabel NETTEY,02 JUN 1991,CAN,1,Burnaby (CAN),08 JUN 2015,1187
91,1142,6.86,0.6,Olga SUDARAVA,22 FEB 1984,BLR,2,"Olympic Stadium, Cheboksary (RUS)",21 JUN 2015,1187
92,1142,6.86,1.4,Shara PROCTOR,16 SEP 1988,GBR,1,Birmingham (GBR),05 JUL 2015,1187
93,1142,6.86,-1.1,Tianna BARTOLETTA,30 AUG 1985,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",09 JUL 2015,1193
94,1142,6.86,1.7,Claudia SALMAN-RATH,25 APR 1986,GER,1ce1,"Mösle-Stadium, Götzis (AUT)",28 MAY 2017,1187
95,1142,6.86,-0.6,Brittney REESE,09 SEP 1986,USA,,"Sacramento, CA (USA)",24 JUN 2017,1190
96,1142,6.86,0.2,Jazmin SAWYERS,21 MAY 1994,GBR,2,Birmingham (GBR),01 JUL 2018,1187
97,1142,6.86,0.1,Lorraine UGEN,22 AUG 1991,GBR,1,London (GBR),14 JUL 2018,1187
98,1142,6.86,0.1,Malaika MIHAMBO,03 FEB 1994,GER,3,Ostrava (CZE),09 SEP 2018,1187
99,1142,6.86,0.9,Nafissatou THIAM,19 AUG 1994,BEL,1,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1187
0,1142,6.86,1.6,Abigail IROZURU,03 JAN 1990,GBR,1,"Alexander Stadium, Birmingham (GBR)",25 AUG 2019,1187
1,1142,6.86,1.8,Brittney REESE,09 SEP 1986,USA,1q1,"Hayward Field, Eugene, OR (USA)",24 JUN 2021,1187
2,1142,6.86,0.9,Malaika MIHAMBO,03 FEB 1994,GER,1,"Bislett Stadion, Oslo (NOR)",01 JUL 2021,1187
3,1142,6.86,0.3,Brittney REESE,09 SEP 1986,USA,1q1,"National Stadium, Tokyo (JPN)",01 AUG 2021,1187
4,1142,6.86,1.7,Monae' NICHOLS,24 NOV 1998,USA,,"Hilmer Lodge Stadium, Walnut, CA (USA)",16 APR 2022,1187
5,1142,6.86,0.3,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,"Maria-Theresien-Straße, Innsbruck (AUT)",11 JUN 2022,1187
6,1142,6.86,1.9,Quanesha BURKS,15 MAR 1995,USA,1q1,"Hayward Field, Eugene, OR (USA)",23 JUL 2022,1187
7,1142,6.86,0.8,Tara DAVIS-WOODHALL,20 MAY 1999,USA,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",29 APR 2023,1187
8,1142,6.86,0.1,Alyssa JONES,06 FEB 2004,USA,2,"Mike A. Myers Stadium, Austin, TX (USA)",08 JUN 2023,1187
9,1142,6.86,0.9,Hilary KPATCHA,05 MAY 1998,FRA,1,"Stade Municipal, Pezenas (FRA)",10 JUN 2023,1187
10,1211,6.85,,Valy IONESCU,31 AUG 1960,ROU,1,Zaragoza (ESP),22 MAY 1983,1185
11,1211,6.85,,Anișoara CUȘMIR,28 JUN 1962,ROU,1,Zürich (SUI),24 AUG 1983,1185
12,1211,6.85,,Valentina KOVALYOVA,12 APR 1960,URS,1,Gorkiy (URS),24 AUG 1985,1185
13,1211,6.85,,Valentina KUROCHKINA,13 DEC 1959,URS,h,Almaty (KAZ),14 SEP 1985,1185
14,1211,6.85,-1.0,Heike DRECHSLER,16 DEC 1964,GDR,1q2,"Neckarstadion, Stuttgart (GER)",26 AUG 1986,1191
15,1211,6.85,0.0,Yelena BELEVSKAYA,11 OCT 1963,URS,1q2,"Neckarstadion, Stuttgart (GER)",26 AUG 1986,1185
16,1211,6.85,,Valy IONESCU-CONSTANTIN,31 AUG 1960,ROU,1,Stockholm (SWE),30 JUN 1987,1185
17,1211,6.85,0.0,Jennifer INNISS,21 NOV 1959,USA,2,"Indianapolis, IN (USA)",13 AUG 1987,1185
18,1211,6.85,0.4,Anke BEHMER,05 JUN 1961,GDR,1,Linz (AUT),14 AUG 1989,1185
19,1211,6.85,0.8,Karen KRUGER,13 JUL 1963,RSA,1,Johannesburg (RSA),23 MAR 1990,1185
20,1211,6.85,1.7,Fiona MAY,12 DEC 1969,GBR,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",12 JUL 1990,1185
21,1211,6.85,0.8,Ringa ROPO-JUNNILA,16 FEB 1966,FIN,2,Lahti (FIN),11 AUG 1990,1185
22,1211,6.85,1.3,Inessa KRAVETS,05 OCT 1966,URS,6,"Poljud Stadion, Split (CRO)",28 AUG 1990,1185
23,1211,6.85,1.3,Yelena SINCHUKOVA,23 JAN 1961,RUS,2,"Estadio Panamericano, La Habana (CUB)",27 SEP 1992,1185
24,1211,6.85,2.0,Niki XANTHOU,11 OCT 1973,GRE,1,Rethymno (GRE),25 MAY 1996,1185
25,1211,6.85,1.3,Olena SHEKHOVTSOVA,31 MAY 1972,UKR,1,Kyiv (UKR),01 JUN 1996,1185
26,1211,6.85,0.0,Olena SHEKHOVTSOVA,31 MAY 1972,UKR,1,Kraków (POL),13 JUL 1996,1185
27,1211,6.85,0.0,Agata KARCZMAREK,29 NOV 1963,POL,2,Kraków (POL),13 JUL 1996,1185
28,1211,6.85,-0.5,Fiona MAY,12 DEC 1969,ITA,1q1,"Olympic Stadium, Atlanta, GA (USA)",01 AUG 1996,1188
29,1211,6.85,1.6,Chioma AJUNWA,25 DEC 1971,NGR,1,Linz (AUT),21 AUG 1996,1185
30,1211,6.85,1.3,Ludmila NINOVA,25 JUN 1960,AUT,1,Tokyo (JPN),16 SEP 1996,1185
31,1211,6.85,0.0,Fiona MAY,12 DEC 1969,ITA,1,Rovereto (ITA),20 AUG 1997,1185
32,1211,6.85,0.0,Dawn BURRELL,01 NOV 1973,USA,1,Kassel (GER),03 JUN 1998,1185
33,1211,6.85,1.1,Erica JOHANSSON,05 FEB 1974,SWE,1,Malmö (SWE),07 JUN 1998,1185
34,1211,6.85,0.0,Heike DRECHSLER,16 DEC 1964,GER,1,Nürnberg (GER),11 JUL 1998,1185
35,1211,6.85,1.5,Nina PEREVEDENTSEVA,02 MAY 1964,RUS,2,Moskva (RUS),01 AUG 1998,1185
36,1211,6.85,-0.2,Niurka MONTALVO,04 JUN 1968,CUB,3,Zürich (SUI),12 AUG 1998,1186
37,1211,6.85,0.2,Niurka MONTALVO,04 JUN 1968,ESP,3,Athina (GRE),30 MAY 1999,1185
38,1211,6.85,0.4,Lyudmila GALKINA,20 JAN 1972,RUS,1,Torino (ITA),24 JUN 1999,1185
39,1211,6.85,1.2,Aurélie FELIX,26 MAR 1979,FRA,1,"Ullevi Stadium, Göteborg (SWE)",30 JUL 1999,1185
40,1211,6.85,-0.1,Eunice BARBER,17 NOV 1974,FRA,ce,Götzis (AUT),03 JUN 2000,1185
41,1211,6.85,1.2,Tatyana KOTOVA,11 DEC 1976,RUS,1,St. Petersburg (RUS),18 JUN 2000,1185
42,1211,6.85,-0.3,Dawn BURRELL,01 NOV 1973,USA,1,"Crystal Palace, London (GBR)",05 AUG 2000,1186
43,1211,6.85,0.1,Viorica ŢIGĂU,12 AUG 1979,ROU,,Bucureşti (ROU),06 AUG 2000,1185
44,1211,6.85,-0.7,Niurka MONTALVO,04 JUN 1968,ESP,4,Zürich (SUI),11 AUG 2000,1189
45,1211,6.85,0.0,Niki XANTHOU,11 OCT 1973,GRE,1,Patra (GRE),14 JUL 2002,1185
46,1211,6.85,0.3,Heike DRECHSLER,16 DEC 1964,GER,1,Leverkusen (GER),27 JUL 2002,1185
47,1211,6.85,0.5,Tatyana KOTOVA,11 DEC 1976,RUS,1,"Olympiastadion, München (GER)",07 AUG 2002,1185
48,1211,6.85,0.3,Tatyana KOTOVA,11 DEC 1976,RUS,1,"CM, Madrid (ESP)",21 SEP 2002,1185
49,1211,6.85,0.5,Carolina KLÜFT,02 FEB 1983,SWE,1,Stockholm (SWE),27 JUL 2004,1185
50,1211,6.85,-0.7,Irina MELESHINA,25 MAY 1982,RUS,2q,Tula (RUS),29 JUL 2004,1189
51,1211,6.85,-0.1,Oksana UDMURTOVA,01 FEB 1982,RUS,2,Tula (RUS),13 JUL 2005,1185
52,1211,6.85,0.1,Lyudmila KOLCHANOVA,01 OCT 1979,RUS,1,Cuxhaven (GER),07 JUL 2006,1185
53,1211,6.85,1.5,Tatyana LEBEDEVA,21 JUL 1976,RUS,3,Rethymno (GRE),21 JUL 2006,1185
54,1211,6.85,-0.7,Olga RYPAKOVA,30 NOV 1984,KAZ,1,Bangkok (THA),10 AUG 2007,1189
55,1211,6.85,1.0,Carolina KLÜFT,02 FEB 1983,SWE,2ce2,"Yanmar Stadium Nagai, Osaka (JPN)",26 AUG 2007,1185
56,1211,6.85,0.1,Bianca KAPPLER,08 AUG 1977,GER,3q1,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1185
57,1211,6.85,0.5,Maurren Higa MAGGI,25 JUN 1976,BRA,1,Rio de Janeiro (BRA),17 MAY 2009,1185
58,1211,6.85,0.6,Olga KUCHERENKO,05 NOV 1985,RUS,1,Göteborg (SWE),09 JUN 2009,1185
59,1211,6.85,0.6,Olga KUCHERENKO,05 NOV 1985,RUS,1q2,Cheboksary (RUS),23 JUL 2009,1185
60,1211,6.85,2.0,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,1,Minsk (BLR),03 JUN 2011,1185
61,1211,6.85,0.1,Brittney REESE,09 SEP 1986,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2011,1185
62,1211,6.85,0.5,Maurren Higa MAGGI,25 JUN 1976,BRA,1,São Paulo (BRA),16 MAY 2012,1185
63,1211,6.85,1.8,Brittney REESE,09 SEP 1986,USA,1,"Tucson, AZ (USA)",19 MAY 2012,1185
64,1211,6.85,-0.1,Olga SUDARAVA,22 FEB 1984,BLR,3,Minsk (BLR),12 JUN 2012,1185
65,1211,6.85,1.4,Brianna GLENN,18 APR 1980,USA,5,"Hayward Field, Eugene, OR (USA)",01 JUL 2012,1185
66,1211,6.85,-0.4,Blessing OKAGBARE,09 OCT 1988,NGR,2,"Letzigrund, Zürich (SUI)",30 AUG 2012,1187
67,1211,6.85,-0.1,Shara PROCTOR,16 SEP 1988,GBR,1q1,"Luzhniki Stadion, Moskva (RUS)",10 AUG 2013,1185
68,1211,6.85,0.3,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,2,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1185
69,1211,6.85,-0.3,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,1,"Letzigrund, Zürich (SUI)",13 AUG 2014,1186
70,1211,6.85,1.8,Shara PROCTOR,16 SEP 1988,GBR,2,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1185
71,1211,6.85,0.7,Lorraine UGEN,22 AUG 1991,GBR,5,"National Stadium, Beijing (CHN)",28 AUG 2015,1185
72,1211,6.85,0.3,Karin MEY MELIS,31 MAY 1983,TUR,1,Johannesburg (RSA),13 FEB 2016,1185
73,1211,6.85,0.9,Yelena SOKOLOVA,23 JUL 1986,RUS,1,Zhukovskiy (RUS),29 JUL 2017,1185
74,1211,6.85,1.7,Lorraine UGEN,22 AUG 1991,GBR,1,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1185
75,1211,6.85,1.8,Malaika MIHAMBO,03 FEB 1994,GER,2,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1185
76,1211,6.85,0.3,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,2,Dessau (GER),14 JUN 2019,1185
77,1211,6.85,0.4,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,2,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1185
78,1211,6.85,0.4,Katarina JOHNSON-THOMPSON,09 JAN 1993,GBR,3,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1185
79,1211,6.85,0.6,Brittney REESE,09 SEP 1986,USA,2,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2019,1185
80,1211,6.85,1.6,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1185
81,1211,6.85,0.5,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,2,"Paul-Greifzu-Stadion, Dessau (GER)",08 SEP 2020,1185
82,1211,6.85,0.2,Khaddi SAGNIA,20 APR 1994,SWE,3,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1185
83,1211,6.85,0.1,Keturah ORJI,05 MAR 1996,USA,1,"CVEATC, Chula Vista, CA (USA)",03 APR 2021,1185
84,1211,6.85,1.8,Quanesha BURKS,15 MAR 1995,USA,2,"CVEATC, Chula Vista, CA (USA)",06 JUN 2021,1185
85,1211,6.85,1.9,Darya REZNICHENKO,03 APR 1991,UZB,1,"AFU Athletics Stadium, Tashkent (UZB)",28 JUN 2021,1185
86,1211,6.85,0.6,Tara DAVIS,20 MAY 1999,USA,2q1,"National Stadium, Tokyo (JPN)",01 AUG 2021,1185
87,1211,6.85,1.6,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,"Stadio Olimpico, Roma (ITA)",09 JUN 2022,1185
88,1211,6.85,0.9,Malaika MIHAMBO,03 FEB 1994,GER,1,"Olympiastadion, Berlin (GER)",26 JUN 2022,1185
89,1211,6.85,1.1,Deborah ACQUAH,23 MAY 1996,GHA,1q2,"Alexander Stadium, Birmingham (GBR)",05 AUG 2022,1185
90,1211,6.85,0.6,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1,"Estadio Iberoamericano, Huelva (ESP)",06 JUN 2023,1185
91,1292,6.84,0.0,Heidemarie ROSENDAHL,14 FEB 1947,FRG,1,Torino (ITA),03 SEP 1970,1183
92,1292,6.84,0.0,Lidiya ALFEYEVA,17 JAN 1946,URS,2,Moskva (URS),12 JUN 1980,1183
93,1292,6.84,,Anișoara CUȘMIR,28 JUN 1962,ROU,1,Tel Aviv (ISR),04 MAY 1983,1183
94,1292,6.84,-0.6,Natalya ALYOSHINA,05 APR 1956,URS,2,Moskva (URS),20 JUN 1983,1186
95,1292,6.84,,Larisa BALUTA,13 AUG 1965,URS,2,Krasnodar (URS),06 AUG 1983,1183
96,1292,6.84,,Helga RADTKE,16 MAY 1962,GDR,2,Potsdam (GDR),25 MAY 1984,1183
97,1292,6.84,,Sigrid ULBRICHT,25 JUL 1958,GDR,2,Erfurt (GER),02 JUN 1984,1183
98,1292,6.84,,Yelena SINCHUKOVA,23 JAN 1961,URS,5,Kiev (URS),23 JUN 1984,1183
99,1292,6.84,,Natalya CHEMIDRONOVA,1959,URS,1,Kazan (URS),14 JUL 1984,1183
0,1292,6.84,,Carol LEWIS,08 AUG 1963,USA,1,Budapest (HUN),11 AUG 1986,1183
1,1292,6.84,1.8,Helga RADTKE,16 MAY 1962,GDR,1,Dresden (GER),15 AUG 1987,1183
2,1292,6.84,,Helga RADTKE,16 MAY 1962,GDR,3,Bruxelles (BEL),11 SEP 1987,1183
3,1292,6.84,1.3,Marieta ILCU,16 OCT 1962,ROU,2,Villeneuve d'Ascq (FRA),28 JUN 1990,1183
4,1292,6.84,,Ludmila NINOVA,25 JUN 1960,AUT,2,"Letzigrund, Zürich (SUI)",07 AUG 1991,1183
5,1292,6.84,,Inessa KRAVETS,05 OCT 1966,URS,3,"Letzigrund, Zürich (SUI)",07 AUG 1991,1183
6,1292,6.84,,Juan YANG,05 SEP 1969,CHN,1,Beijing (CHN),18 APR 1992,1183
7,1292,6.84,0.0,Renata NIELSEN,18 MAY 1966,DEN,2,Oslo (NOR),10 JUL 1993,1183
8,1292,6.84,0.0,Yelena SINCHUKOVA,23 JAN 1961,RUS,3,Moskva (RUS),05 JUN 1995,1183
9,1292,6.84,0.8,Iva PRANDZHEVA,15 FEB 1972,BUL,1,"Estadio de la Comunidad, Madrid (ESP)",02 JUN 1996,1183
10,1292,6.84,1.9,Ludmila NINOVA,25 JUN 1960,AUT,1,Sestriere (ITA),07 AUG 1996,1183
11,1292,6.84,1.0,Nina PEREVEDENTSEVA,02 MAY 1964,RUS,3,Chania (GRE),31 MAY 1997,1183
12,1292,6.84,-0.1,Niki XANTHOU,11 OCT 1973,GRE,1,"Stadio Olimpico, Roma (ITA)",05 JUN 1997,1183
13,1292,6.84,0.6,Agata KARCZMAREK,29 NOV 1963,POL,1,Praha (CZE),08 JUN 1997,1183
14,1292,6.84,1.2,Lyudmila GALKINA,20 JAN 1972,RUS,1,Villeneuve d'Ascq (FRA),29 JUN 1997,1183
15,1292,6.84,0.2,Fiona MAY,12 DEC 1969,ITA,2,Bellinzona (SUI),18 AUG 1997,1183
16,1292,6.84,1.6,Nicole BOEGMAN,05 MAR 1967,AUS,1,Perth (AUS),24 JAN 1998,1183
17,1292,6.84,0.9,Dawn BURRELL,01 NOV 1973,USA,2,Chemnitz (GER),20 MAY 1998,1183
18,1292,6.84,0.6,Lyudmila GALKINA,20 JAN 1972,RUS,2,"Petrovskiy Stadium, St. Petersburg (RUS)",28 JUN 1998,1183
19,1292,6.84,0.0,Adrien SAWYER,13 DEC 1975,USA,1,"Walnut, CA (USA)",18 APR 1999,1183
20,1292,6.84,0.8,Niurka MONTALVO,04 JUN 1968,CUB,1,Castellón (ESP),01 MAY 1999,1183
21,1292,6.84,1.1,Tatyana KOTOVA,11 DEC 1976,RUS,3,Milano (ITA),09 JUN 1999,1183
22,1292,6.84,0.9,Niurka MONTALVO,04 JUN 1968,ESP,1,Barcelona (ESP),29 JUL 1999,1183
23,1292,6.84,2.0,Erica JOHANSSON,05 FEB 1974,SWE,1,Malmö (SWE),02 AUG 1999,1183
24,1292,6.84,0.7,Viktoriya VERSHININA,11 JUN 1971,UKR,2,Kyiv (UKR),15 JUL 2000,1183
25,1292,6.84,1.8,Niurka MONTALVO,04 JUN 1968,ESP,1,Barcelona (ESP),25 JUL 2000,1183
26,1292,6.84,0.3,Heike DRECHSLER,16 DEC 1964,GER,1q2,"Olympic Stadium, Sydney (AUS)",27 SEP 2000,1183
27,1292,6.84,-0.4,Maurren Higa MAGGI,25 JUN 1976,BRA,1,Milano (ITA),06 JUN 2001,1185
28,1292,6.84,1.2,Tatyana KOTOVA,11 DEC 1976,RUS,3,Brisbane (AUS),07 SEP 2001,1183
29,1292,6.84,0.3,Maurren Higa MAGGI,25 JUN 1976,BRA,1,Zürich (SUI),16 AUG 2002,1183
30,1292,6.84,1.4,Rose RICHMOND,29 JAN 1981,USA,,"Indianapolis, IN (USA)",24 JUN 2006,1183
31,1292,6.84,1.8,Maurren Higa MAGGI,25 JUN 1976,BRA,1,Bogotá (COL),15 JUL 2006,1183
32,1292,6.84,0.1,Oksana UDMURTOVA,01 FEB 1982,RUS,3,Moskva (RUS),02 SEP 2006,1183
33,1292,6.84,1.0,Maurren Higa MAGGI,25 JUN 1976,BRA,1,São Paulo (BRA),22 SEP 2006,1183
34,1292,6.84,-0.9,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Zhukovskiy (RUS),09 JUN 2007,1188
35,1292,6.84,2.0,Carolina KLÜFT,02 FEB 1983,SWE,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",10 JUL 2007,1183
36,1292,6.84,1.7,Concepción MONTANER,14 JAN 1981,ESP,4,Madrid (ESP),21 JUL 2007,1183
37,1292,6.84,0.0,Maurren Higa MAGGI,25 JUN 1976,BRA,1,Rio de Janeiro (BRA),25 JUL 2007,1183
38,1292,6.84,0.0,Tatyana LEBEDEVA,21 JUL 1976,RUS,2q2,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1183
39,1292,6.84,1.0,Brittney REESE,09 SEP 1986,USA,1,"Auburn, AL (USA)",17 MAY 2008,1183
40,1292,6.84,1.0,Naide GOMES,20 NOV 1979,POR,1,Seixal (POR),20 JUL 2008,1183
41,1292,6.84,1.4,Olga KUCHERENKO,05 NOV 1985,RUS,2,Bad Langensalza (GER),06 JUN 2009,1183
42,1292,6.84,0.4,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,1,Brest (BLR),22 MAY 2010,1183
43,1292,6.84,0.7,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,1,Moskva (RUS),29 JUN 2010,1183
44,1292,6.84,1.9,Yuliya PIDLUZHNAYA,01 OCT 1988,RUS,1,Cheboksary (RUS),03 JUL 2010,1183
45,1292,6.84,1.5,Lyudmila KOLCHANOVA,01 OCT 1979,RUS,1,"Meteor, Zhukovskiy (RUS)",03 JUL 2011,1183
